stars,comment
5.0 out of 5 stars,"







  
  
    This is a gift for my son birthday. He is happy with the watch. I see my son wearing the watch everyday for work.He told me it’s comfortable to wear, so many function he likes.  Just like his apple X cellphone.
  
"
1.0 out of 5 stars,"







  
  
     Touch is not working at all. Waste of money. Check the uploaded video
  
"
5.0 out of 5 stars,"







  
  
    Watch face was too small for a man, returned for larger one.
  
"
5.0 out of 5 stars,"







  
  
    When I first got this watch I noticed some battery life issues with the always on display, but these issues seem to have improved and it lasts 12+ when I’m at work (maybe with a software update?). Anyway, it’s my first Apple Watch and is extremely convenient and integrates well with my other apple products. Definitely a luxury but would recommend otherwise.
  
"
5.0 out of 5 stars,"







  
  
    Never go without my watch, love everything about apple
  
"
5.0 out of 5 stars,"







  
  
    Perfect Gift for him or her. Put on get going.
  
"
5.0 out of 5 stars,"







  
  
    Only down side I see is Apple doesn’t have a built in sleep tracker like the Fitbit has.
  
"
4.0 out of 5 stars,"







  
  
    Doesn’t track fitness very well. Battery life not great but it is fun to have
  
"
5.0 out of 5 stars,"







  
  
    I enjoy this watch & all the features. ESP the ECG.
  
"
5.0 out of 5 stars,"







  
  
    Great product
  
"
5.0 out of 5 stars,"







  
  
    I love this watch! The always-on-display is great, everything with it is great. This is a magnificent present to give, and especially on the holidays. I am extremely satisfied with my purchase, and I feel that this will last 5-8 years.
  
"
5.0 out of 5 stars,"







  
  
    Great watch, lots of features,  wish It had a longer battery life. Have to charge it every night.
  
"
5.0 out of 5 stars,"







  
  
    Works perfectly.
  
"
5.0 out of 5 stars,"







  
  
    Quality product.  Easy to use.
  
"
5.0 out of 5 stars,"







  
  
    I’ve had this watch for about 3 months now and haven’t had an issue with it at all. I charge it about 30 minutes a day and I’m good for the whole day.
  
"
1.0 out of 5 stars,"







  
  
    Needs a USA chip card which wasn’t included. Directions were awful.
  
"
3.0 out of 5 stars,"







  
  
    Battery life is terrible. If you are a runner or a XC skier, forget this watch.
  
"
5.0 out of 5 stars,"







  
  
    Great watch. I get just under two days of battery life wearing it all day and taking it off at night. It’s a good size although I feel the 44mm would have been a better choice, but I have no regrets
  
"
5.0 out of 5 stars,"







  
  
    Got this for my wife for Christmas, made her very happy.
  
"
5.0 out of 5 stars,"







  
  
    Works perfectly fine for me
  
"
5.0 out of 5 stars,"







  
  
    Excellent Purchase
  
"
5.0 out of 5 stars,"







  
  
    Exactly what I expected. It is sleek and comfortable.
  
"
1.0 out of 5 stars,"







  
  
    Apple Watch with defective battery right out of the box! No support from apple unless you have Apple care and it is purchased from Apple directly according to the apple tech! Amazon support was great.
  
"
5.0 out of 5 stars,"







  
  
    Great watch, works well. does not have sleep tracking and you have to charge it daily unlike the fitbit that battery life lasts a week or so.
  
"
5.0 out of 5 stars,"







  
  
    Love this watch for exercise tracking and the phone is such a higher quality than my first generation Apple watch
  
"
5.0 out of 5 stars,"







  
  
    In love
  
"
5.0 out of 5 stars,"







  
  
    Works like a charm.  Hubby loves it.
  
"
5.0 out of 5 stars,"







  
  
    Wife got this as a gift, she loves it.
  
"
5.0 out of 5 stars,"







  
  
    Bought this for my wife as a Christmas present. Upgraded her watch from series 2 to the 5. She loves it and wears it any chance she can get.
  
"
5.0 out of 5 stars,"







  
  
    Stylish, easy to use and a great price.
  
"
5.0 out of 5 stars,"







  
  
    So far so good
  
"
5.0 out of 5 stars,"







  
  
    It’s good. As good as I’d hoped.
  
"
5.0 out of 5 stars,"







  
  
    Was a little skeptical to buy an Apple product from amazon, but turned out to be a great Christmas gift at a better price than anywhere else. Came in perfect condition, and has been working flawlessly
  
"
5.0 out of 5 stars,"







  
  
    great deal
  
"
5.0 out of 5 stars,"







  
  
    This is absolutely an amazing watch. Does exactly what I want it to do... I can track my sleep and my runs. Always gives me my notifications.
  
"
5.0 out of 5 stars,"







  
  
    Really nice
  
"
5.0 out of 5 stars,"







  
  
    Love this watch and I’ve had every other series but this one is the best!
  
"
2.0 out of 5 stars,"







  
  
    Battery life is too poor .
  
"
5.0 out of 5 stars,"







  
    El mejor smart watch del Mercado
  
  
"
5.0 out of 5 stars,"







  
  
    Amazing watch! So happy with it all together. Shipped quickly and had everything. I'm in love with this watch. So convenient.
  
"
5.0 out of 5 stars,"







  
  
    Love it! Definitely an improvement from my series one.
  
"
5.0 out of 5 stars,"







  
  
    Bought this for my husband he loved it!
  
"
5.0 out of 5 stars,"







  
  
    Love my watch
  
"
5.0 out of 5 stars,"







  
  
    Battery life is 16 hours. Disappointed, by the time I get home from work the watch is dead.
  
"
5.0 out of 5 stars,"







  
  
    This is the best. I got it way early and it came packaged BY APPLE. Brand new in box. Love it so much. This is a must buy!!!
  
"
5.0 out of 5 stars,"







  
  
    Great product.
  
"
4.0 out of 5 stars,"







  
  
    Very well
  
"
5.0 out of 5 stars,"







  
  
    Love the convenience and connectivity that the Apple Watch provides. Almost like having a personal assistant.
  
"
5.0 out of 5 stars,"







  
  
    This watch was absolutely perfect! It does so much more than I ever thought it would.
  
"
5.0 out of 5 stars,"







  
  
    My first apple watch .. only regret is not buying one sooner . I love everything about it . Simple to use and convenient in every way possible . So happy with this purchase and totally worth it .
  
"
5.0 out of 5 stars,"







  
  
    I love everything and features this watch have
  
"
5.0 out of 5 stars,"







  
  
    Amazing watch. Went from the series 3 to this, not many difference but still love the watch as much as I always have :)
  
"
5.0 out of 5 stars,"







  
    Excelente reloj inteligente!
  
  
"
5.0 out of 5 stars,"







  
  
    Battery last long, voice recognition great
  
"
5.0 out of 5 stars,"







  
  
    I love everything easy to use easy to read
  
"
5.0 out of 5 stars,"







  
  
    First time w/Apple watch..terrific performance and it tells time!!
  
"
4.0 out of 5 stars,"







  
  
    Fits good works good battery life is as described
  
"
5.0 out of 5 stars,"







  
  
    Love it, my favorite thing to take to work, gym, or just to flex on these hoez in da club. 10/10 get it if you stay busy.
  
"
5.0 out of 5 stars,"







  
  
    great watch will buy large size
  
"
5.0 out of 5 stars,"







  
  
    I really wanted a Apple Watch and Amazon had a great deal. I’m glad I purchased it.  And it came in one day time period.
  
"
5.0 out of 5 stars,"







  
  
    My husband loves his new watch!
  
"
4.0 out of 5 stars,"







  
  
    Battery life is only 18 hours almost we have to keep charge daily. Which is bad. Otherwise all others are food
  
"
3.0 out of 5 stars,"







  
  
    Battery goes down like in 12 hours and doesn't even come for one day.
  
"
5.0 out of 5 stars,"







  
  
    Great it is a wonderful product
  
"
5.0 out of 5 stars,"







  
    Un precioso reloj, puedes configurar la pantalla de muchas maneras, además que tienes todas tus apps a la mano.
  
  
"
5.0 out of 5 stars,"







  
  
    My daughter was very pleased with her present and was very excited,also wasn’t expected
  
"
3.0 out of 5 stars,"







  
  
    I have 3rd version and brought 5th but i do not see any upgrade but price expensive why ??? apple doesn't have new ideas  ? how about body temperature ??
  
"
5.0 out of 5 stars,"







  
  
    Awesome!!
  
"
5.0 out of 5 stars,"







  
  
    Brand new out the box. Got the best deal this season. Satisfied customer.
  
"
5.0 out of 5 stars,"







  
  
    Fits comfortably, AOD is nice to have! never have to press the side button ever again!
  
"
5.0 out of 5 stars,"







  
  
    Great watch.  Love it
  
"
1.0 out of 5 stars,"







  
  
    could not get it linked to any thing
  
"
5.0 out of 5 stars,"







  
  
    Just glad the watch is legit. Husband loved it as his Christmas gift.
  
"
5.0 out of 5 stars,"







  
  
    Bought for my husband for christmas and he absolutely loves it! It was a great price too compared to other retailers!
  
"
1.0 out of 5 stars,"







  
  
    Fitbit versa is much more functional 😱
  
"
1.0 out of 5 stars,"







  
  
    Came broken from the box
  
"
5.0 out of 5 stars,"







  
  
    Need to learn to use it.
  
"
5.0 out of 5 stars,"







  
  
    Love my watch. Battery is a lot better than the 4 😍
  
"
5.0 out of 5 stars,"







  
  
    Great Apple watch case! Protects from dings and scratches!
  
"
1.0 out of 5 stars,"







  
  
    The description said nothing about this watch NOT working with an iPhone 6.
  
"
5.0 out of 5 stars,"







  
  
    So far profucts arrived brand new liek if u buy it from apple
  
"
5.0 out of 5 stars,"







  
  
    Excercise messages phone news everything
  
"
5.0 out of 5 stars,"







  
  
    Wife loves it! Never seen her excited about a electronic as she has been about her Apple Watch.
  
"
5.0 out of 5 stars,"







  
  
    Awesome Product. It track all day to day activity with precision..
  
"
5.0 out of 5 stars,"







  
  
    Love it! Great motivator!
  
"
5.0 out of 5 stars,"







  
  
    Really like it, just wish the battery lasted more than a day!
  
"
5.0 out of 5 stars,"







  
  
    So far so good!  Very sleek and sporty.  The 40 mm face is perfect size for someone with small wrists.
  
"
5.0 out of 5 stars,"







  
  
    Perfect for myself
  
"
5.0 out of 5 stars,"







  
  
    Absolutely love this watch!
  
"
5.0 out of 5 stars,"







  
  
    It is one of the most effective and useless gadget. Can't wait to explore all the options. I love the always on display and the new watch faces in WatchOS 6.
  
"
5.0 out of 5 stars,"







  
  
    Was wary of practicality and usability for health diagnostics but it exceeds my expectations. Worth the money. Don’t bother buying cellular version though. Useless basically.
  
"
5.0 out of 5 stars,"







  
  
    Great product
  
"
5.0 out of 5 stars,"







  
  
    Buy it! Dont heard the haters if you like apple’s products even thought we know there are better an cheaper stuff just buy it you wont regret it, i love mi apple watch Serie 5
  
"
5.0 out of 5 stars,"







  
  
    Love it. Works very well Tracking activity, and also tracking health, sleep patterns (app purchased)...
  
"
5.0 out of 5 stars,"







  
  
    I’m able to text and call with such ease! No hassle to go get my phone when it’s not in reach—and plus, if I ever can’t my phone, I just use my watch to ping my iPhone!
  
"
5.0 out of 5 stars,"







  
  
    first iwatch nice
  
"
5.0 out of 5 stars,"







  
  
    My wife really loves it!
  
"
5.0 out of 5 stars,"







  
  
    I love my watch I use the watch for work and I burn a lot of calories
  
"
5.0 out of 5 stars,"







  
  
    Excelente todo.....
  
"
5.0 out of 5 stars,"







  
  
    My daughter loves it!!!!!
  
"
5.0 out of 5 stars,"







  
  
    Great watch. Amazing functionality
  
"
5.0 out of 5 stars,"







  
    Perfecto
  
  
"
5.0 out of 5 stars,"







  
  
    This is my third Apple Watch, as I enjoy the latest and greatest features.
  
"
5.0 out of 5 stars,"







  
  
    I bought it for my girlfriend and she absolutely loves it.
  
"
5.0 out of 5 stars,"







  
  
    Great watch!
  
"
5.0 out of 5 stars,"







  
  
    Really impressive watch.  Almost has too many features.  Great at keeping track of physical activity.  Also keeps up with changes in the weather.
  
"
5.0 out of 5 stars,"







  
  
    Just buy it you’ll love it.
  
"
5.0 out of 5 stars,"







  
  
    It has helped so much in getting to know myself and my body. It’s so sleek and helpful to me to stay updated while I work as a server
  
"
4.0 out of 5 stars,"







  
  
    Same as the 4gen but still cool
  
"
5.0 out of 5 stars,"







  
  
    Great product from Apple
  
"
5.0 out of 5 stars,"







  
  
    My son love it 😍
  
"
5.0 out of 5 stars,"







  
  
    I enjoy the battery life. Most people say that the battery life is very short. The app accessibility when I get notifications is nice.
  
"
5.0 out of 5 stars,"







  
  
    Got this watch as a gift to my fiance and she loves it!! Apple watch wins again. And Amazon prime delivered it the next day. BONUS!!!
  
"
4.0 out of 5 stars,"







  
  
    Watch does what it’s supposed to and stays charged.
  
"
3.0 out of 5 stars,"







  
  
    Too expensive for so basics functions
  
"
4.0 out of 5 stars,"







  
  
    I love this I watch five
  
"
5.0 out of 5 stars,"







  
  
    Bought as a gift. Giftee likes it
  
"
5.0 out of 5 stars,"







  
  
    Love it for exercise and health data. I wear it every day and it is very helpful for little tasks.
  
"
4.0 out of 5 stars,"







  
  
    The watch is great. For the money, they should give you another band.
  
"
5.0 out of 5 stars,"







  
    Funciona pero al final no es nada del otro mundo que otros smart watch con mayor duración de batería no tengan
  
  
"
5.0 out of 5 stars,"







  
  
    Very good smart totally watch specially when working with iphoneThe negative point only is battery life
  
"
5.0 out of 5 stars,"







  
  
    item is very good!!! absolutely.Delivery  is also  good. I am satisfied with the item.
  
"
5.0 out of 5 stars,"







  
  
    I liked the watch and it works for me and it’s reminds me daily activities and keeps healthy happy.
  
"
5.0 out of 5 stars,"







  
  
    Awesome watch but you have to charge it every night.
  
"
5.0 out of 5 stars,"







  
  
    Gift
  
"
5.0 out of 5 stars,"







  
  
    It was great
  
"
5.0 out of 5 stars,"







  
  
    Very excited with my Apple Watch 5
  
"
5.0 out of 5 stars,"







  
  
    The best apple watch
  
"
5.0 out of 5 stars,"







  
  
    It’s a gift to my husband and he really like it
  
"
5.0 out of 5 stars,"







  
  
    Good product ! Perfect price ! 100% recommended
  
"
5.0 out of 5 stars,"







  
  
    Like
  
"
5.0 out of 5 stars,"







  
  
    I really like it!
  
"
5.0 out of 5 stars,"







  
  
    Very nice and super easy
  
"
5.0 out of 5 stars,"







  
  
    Love my iwatch!!!
  
"
5.0 out of 5 stars,"







  
  
    Great style and endless customization
  
"
5.0 out of 5 stars,"







  
  
    If i can change i will the 44mm. The battery life should be improve
  
"
5.0 out of 5 stars,"







  
  
    Works great
  
"
5.0 out of 5 stars,"







  
  
    Great watch. Battery life lasts about 18-20 hours with normal use
  
"
4.0 out of 5 stars,"







  
  
    Watch is as good as always. But battery performance is poor.
  
"
5.0 out of 5 stars,"







  
  
    I love my apple watch, I upgraded for the 3 to the 5. I couldnt live without it
  
"
5.0 out of 5 stars,"







  
  
    Very nice watch I can track my all day activity .
  
"
4.0 out of 5 stars,"







  
  
    I enjoy my new Apple Watch
  
"
4.0 out of 5 stars,"







  
  
    Battery life is less than desired.
  
"
5.0 out of 5 stars,"







  
  
    Excellent watch! Value for money.
  
"
5.0 out of 5 stars,"







  
  
    Everything is Super Good
  
"
5.0 out of 5 stars,"







  
    Muy bonito y ha cumplido mi espectativas
  
  
"
5.0 out of 5 stars,"







  
  
    Battery life is very short.
  
"
4.0 out of 5 stars,"







  
  
    Still learning how to use the watch.
  
"
5.0 out of 5 stars,"







  
  
    Works good with iPhone
  
"
5.0 out of 5 stars,"







  
  
    Love the apple watch!
  
"
1.0 out of 5 stars,"







  
    El paquete aparece entregado y NO LO RECIBI
  
  
"
5.0 out of 5 stars,"







  
  
    Great watch I love it .So many features!
  
"
5.0 out of 5 stars,"







  
  
    The best watch ever made!
  
"
5.0 out of 5 stars,"







  
    Todavía no lo baje al celular
  
  
"
5.0 out of 5 stars,"







  
  
    My wife loves it
  
"
5.0 out of 5 stars,"







  
  
    Very nice
  
"
1.0 out of 5 stars,"







  
  
    The watch was defective.
  
"
5.0 out of 5 stars,"







  
  
    Good product for this money
  
"
5.0 out of 5 stars,"







  
  
    Perfect gift
  
"
5.0 out of 5 stars,"







  
  
    Very good
  
"
5.0 out of 5 stars,"







  
  
    This watch is awesome
  
"
5.0 out of 5 stars,"







  
  
    Perfect
  
"
5.0 out of 5 stars,"







  
  
    I've been wanting this for so long! Love it
  
"
5.0 out of 5 stars,"







  
  
    Love
  
"
5.0 out of 5 stars,"







  
  
    Excellent product
  
"
5.0 out of 5 stars,"







  
  
    good experience,
  
"
5.0 out of 5 stars,"







  
  
    Great watch! I would buy again!
  
"
5.0 out of 5 stars,"







  
  
    Other than charging every night it's pretty great.
  
"
5.0 out of 5 stars,"







  
  
    Great smart watch!
  
"
5.0 out of 5 stars,"







  
  
    Dailey activity monitoring.
  
"
5.0 out of 5 stars,"







  
  
    All around a good buy recommend getting the screen protector
  
"
5.0 out of 5 stars,"







  
  
    This watch is amazing! Perfect to coincide with the iPhone.
  
"
4.0 out of 5 stars,"







  
  
    I barely use the apps and have to charge it every day. Batter life sucks
  
"
5.0 out of 5 stars,"







  
  
    Good
  
"
5.0 out of 5 stars,"







  
  
    I love this
  
"
5.0 out of 5 stars,"







  
  
    Amazing what all it can do
  
"
5.0 out of 5 stars,"







  
  
    Na
  
"
4.0 out of 5 stars,"







  
  
    Battery needs to be recharged every night.
  
"
5.0 out of 5 stars,"







  
  
    Love my watch
  
"
5.0 out of 5 stars,"







  
  
    Bought it for the wife and she loves it.
  
"
5.0 out of 5 stars,"







  
  
    Compliments iPhone nicely.
  
"
5.0 out of 5 stars,"







  
  
    is very good
  
"
5.0 out of 5 stars,"







  
  
    Very good and awesome 😎
  
"
5.0 out of 5 stars,"







  
  
    It’s amazing product. And i love black
  
"
5.0 out of 5 stars,"







  
  
    Wife loves it, I think I want one now!
  
"
5.0 out of 5 stars,"







  
  
    Excellent
  
"
5.0 out of 5 stars,"







  
  
    😍
  
"
5.0 out of 5 stars,"







  
  
    This is my first Apple Watch, and I bought this mainly because of the EKG and the other sensors. I wanted to buy the Series 4 but the Apple discontinued, so I took the Series 5 and thanks to the Amazon I could save around $55 on it (gift card refill bonus - $10, prime now first order coupon code - $10, amazon credit card 5% bonus - $20 and the cheeper base price - 15$). :D
  
"
1.0 out of 5 stars,"







  
  
    Screen broke and cracked.  The watch bezel is not very robust. It won’t take much if any abuse. Be sure to pay an extra $79 for Apple Care plus $69 for each of the 2 support issues. the iWatch 2 and iWatch 3 had cracking issues. The watch 5 is prone to crack. The iWatch 5 GPS with Cellular is not a keeper. Infact it’s a disposable watch once broken. Apple engineered it so it can’t be fixed. It looks like I’m out $360 for the repair or I’m selling the cracked iWatch 5 on Craigslist for $80. Another piece of Apple Junk  don’t buy this product it’s not well made and can’t be repaired. Only replaced. CHINESE JUNK.
  
"
5.0 out of 5 stars,"







  
  
    I REALLY love the various heart monitoring apps that this one does! I have had some heart issues, and the heartrate and EKG options reassure me.It is also at least as good as the Fitbit for things like keeping track of steps.Plus, it tells the time! LOL!It is a bit tricky to figure out at first, and also has very little documentation on how to use it... but it's not all that hard to figure out, plus there is lots of info online about how to do various things.Mine does require a connection to an iphone; this may be an issue if you do not have one.Still- while I am still playing around with the options- I do love it!
  
"
1.0 out of 5 stars,"







  
  
    If you have a wrist tattoo don’t even bother with the Apple watch. I’ve tried the last three versions and the watch just constantly asks for my passcode. The watch can’t read through a tattoo making wrist detection unavailable. Apple has known about this since the very first Apple Watch but they apparently don’t care enough to fix the issue.
  
"
2.0 out of 5 stars,"







  
  
    I just got this to replace my versa Fitbit, as far as a swim tracker goes this watch is a joke. I swim daily as part of my fitness routine and like to track my lap pace. This doesn’t track accurately at all, I do like the heart rate tracking it does but that’s about it. All the other features aren’t really important to me. So it’s going back.
  
"
5.0 out of 5 stars,"







  
  
    This was a gift for my husband. He’s very pleased.
  
"
5.0 out of 5 stars,"







  
  
    I love it. It's easy to use, beautiful, and very nice. I came from using a Fitbit ionic. The only downside is my Fitbit got days of battery life, but I have to charge this watch every night. But honestly I think that because it does so much more, its a fair tradeoff.
  
"
2.0 out of 5 stars,"







  
  
    I bought one apple watch 5 series for gift with gift card, but I gave it to my friend.  My friend also said that it was packed very badly and the Note on it was left very badly. I can not send it back as it is a gift for it, but I am very bad. I never expected.
  
"
5.0 out of 5 stars,"







  
  
    All of the new Updates and the ability to have internet and water resistant
  
"
5.0 out of 5 stars,"







  
  
    💕
  
"
5.0 out of 5 stars,"







  
  
    It works well
  
"
5.0 out of 5 stars,"







  
  
    Nice watch
  
"
5.0 out of 5 stars,"







  
  
    Love it!!
  
"
5.0 out of 5 stars,"







  
  
    Thank you
  
"
5.0 out of 5 stars,"







  
  
    Reliable
  
"
5.0 out of 5 stars,"







  
  
    good
  
"
5.0 out of 5 stars,"







  
  
    Love this watch!!
  
"
5.0 out of 5 stars,"







  
  
    Work
  
"
5.0 out of 5 stars,"







  
  
    What's not to like. The Apple watch has always been amazing and this model carries on that history!.
  
"
5.0 out of 5 stars,"







  
  
    Found this watch cheapest on Amazon. So glad I bought it. I’d love it.
  
"
5.0 out of 5 stars,"







  
  
    A marvelous piece of technology! If you don’t know what it does - look at Apples website.
  
"
5.0 out of 5 stars,"







  
  
    Was a gift for my son. He loves it. Does exactly what he needs.
  
"
5.0 out of 5 stars,"







  
    Su funcionalidad, buenas aplicaciones y excelente desempeño
  
  
"
5.0 out of 5 stars,"







  
  
    My husband loves his Applewatch!  Battery life is great.
  
"
5.0 out of 5 stars,"







  
    Un buen reloj con la capacidad de un teléfono celular Apple.
  
  
"
5.0 out of 5 stars,"







  
  
    Motivates me to exercise! like the competition between friends
  
"
5.0 out of 5 stars,"







  
  
    Was aN Xmas gift for my husband.  He is pleased and had minimum problems with set up
  
"
2.0 out of 5 stars,"







  
  
    Won't work with any iPhone 7 and older.
  
"
5.0 out of 5 stars,"







  
  
    I'm very happy with this purchase. I got iy as a gift for my Wife and she's really happy with it she loves it. Can't live without it.
  
"
5.0 out of 5 stars,"







  
  
    Needed to replace my older version after the screen started to become too hard to read. So far this version has been great.
  
"
4.0 out of 5 stars,"







  
  
    Bought it for my husband as a gift. He says it’s hard to use and the steps and BP don’t register. He is not very techie, I will work with it and report back.
  
"
5.0 out of 5 stars,"







  
  
    I waited a while to get an Apple Watch. I like it a lot, keeps time like it should, and makes me look like Inspector Gadget when dictating texts or playing with the walker talkie feature.
  
"
5.0 out of 5 stars,"







  
  
    I sold my Apple Watch 2 and bought the 5. I love everything about it just as with my old watch. The biggest improvement for me was the larger display as the font is bigger.
  
"
5.0 out of 5 stars,"







  
  
    Was not sure if I wanted another Fitbit or Apple. Glad I got this. Easy to program and amazing service
  
"
5.0 out of 5 stars,"







  
  
    I’ve had this watch for about 5 days. I’m not familiar with all the capabilities this series 5 can do. I can say battery life is the only disappointing factor at this time. I will get back with you all when I can perfect my Series 5.
  
"
5.0 out of 5 stars,"







  
  
    Can’t wear it to sleep due to needing to charge battery. I still love it. It’s great for exercise motivation.
  
"
5.0 out of 5 stars,"







  
  
    I love my watch.  I have always bought gold but decided to switch to space gray.  Love it!
  
"
5.0 out of 5 stars,"







  
  
    It’s Apple.  Great product.  My girlfriend loves it.  Doesn’t carry the battery life of my Garmin Fenix but you have to weight what you want your watch to do.  Apple is great for her, Fenix is great for me.
  
"
5.0 out of 5 stars,"







  
  
    I like it when engineers think of everything! Great job APPLE!
  
"
5.0 out of 5 stars,"







  
  
    If you have an iPhone it works otherwise it does not
  
"
5.0 out of 5 stars,"







  
  
    Very good watch lots of screens choices and colors and it’s easy to setup. The battery if ya keep it one more than 24 hrs it’s a 53 and won’t make a full day so charge it at night then ya got it for the day and walkie talkie is cool featuer
  
"
5.0 out of 5 stars,"







  
  
    It was returned, received 2 of the same items as gift.
  
"
5.0 out of 5 stars,"







  
  
    If it’s an Apple product it has to be good.
  
"
2.0 out of 5 stars,"







  
  
    Watch kept faking off. Returned
  
"
5.0 out of 5 stars,"







  
  
    My wife wears this and she uses it mostly for fitness tracking and heart rate monitoring. Other features are helpful but not why she wanted it.
  
"
5.0 out of 5 stars,"







  
  
    Love it all!! It tells me to sit orStand when it’s time. Tracks my steps and my heart. I love that I can text without being too obvious :-p
  
"
5.0 out of 5 stars,"







  
  
    Wife loves it
  
"
5.0 out of 5 stars,"







  
  
    Just what my daughter wanted and perfect. Arrived quickly.
  
"
5.0 out of 5 stars,"







  
  
    Exactly what I wanted!
  
"
5.0 out of 5 stars,"







  
  
    Great device, battery could use improvement.
  
"
5.0 out of 5 stars,"







  
  
    Yes
  
"
5.0 out of 5 stars,"







  
  
    Perfect!
  
"
5.0 out of 5 stars,"







  
  
    Awesome watch.
  
"
1.0 out of 5 stars,"







  
  
    Ugly and almost useless for sleep tracking due to the short battery life. Blasts screen light with minimum stimulation ... definite return if I can.
  
"
5.0 out of 5 stars,"







  
  
    Superb gift!
  
"
5.0 out of 5 stars,"







  
  
    Ok
  
"
4.0 out of 5 stars,"







  
  
    Nice
  
"
5.0 out of 5 stars,"







  
  
    Great watch so far. Got it for my wife for xmas. She had the gen 2 and it broke within 6months. Not due to neglect either.. we’ll see how this one holds up. So far so good.
  
"
5.0 out of 5 stars,"







  
  
    A tool you have to invest to live in 21th century.
  
"
5.0 out of 5 stars,"







  
  
    Good and strong. Very usable
  
"
5.0 out of 5 stars,"







  
  
    nice!
  
"
5.0 out of 5 stars,"







  
  
    The watch is great. I have tried MANY cheaper smart watches and I have to say this one is very well appointed. And if I got to used it for the whole day without taking it off and charging it, it would be even better. I want to track  my sleep with it so that means I cant charge it overnight. They also have many write-ups on how you to make your battery last longer by, well... basically downgrading the function of the watch!! here you can make it not make so many motions and not light as long and not update and not this and not that... but I WANT THE WATCH TO DO all it can do!!!  I do not have any idea why by generation #5 they can't make a battery that definitely lasts 24 hours. I charged mine last night to 100%, slept with it on (and it tracked my sleep great), did an hour of cardio this morning and I have it checking my heart rate all day. It is 5PM and I have 4% left.  Inexcusable!  At the very least they could create a charging system that you could attach while you wear it, which I think I have seen on the Pebble, where it magnets to the side. AND the charging takes 2 HOURS!!!  seriously? so basically I am wearing this for maximum 22 hours a day AND then I don't actually get 22 hours of battery out of it. For the money? I am not nearly as happy with it as I am my XS MAX. So if you want a watch that can do only some of what it can do, go ahead and buy it.UPDATE: 10/29/2019 - I decided to try turning off the active face. My battery lasts plenty to get through the day and I have to charge it while watching tv at night and then I wear it through the night to track sleep. (which there are AWESOME sleep tracking apps for BTW, you have NO idea how your sleep patterns really are until you use these things... Sleep is way more than just being unconscious for 6-8 hours..  so I updated my rating to a 5.Things Ive learned I like about it: When I am at my computer and my phone is not, and I go to a site that needs 2 factor codes? The watch gets them. If my phone isnt close.. I can answer a call on it, and the person cant even really tell. The watch reminds me when I have been a LAZY ASS all day and I have now met my activity rings 4 times later in the night because it egged me on so I would go for a ""brisk walk"". Its a simple goal to want to achieve your daily rings.. but its such a good thing.  when you get a text, answering with your voice is nice and easy.  Pictures are however close to worthless on it..Buy one!!
  
"
1.0 out of 5 stars,"







  
  
    This is a hasty review and I'll update it if warranted. So far, this watch is absolutely terrible for music. Loading music literally takes hours. There is no documentation about how much music can be loaded. 5GB? 10GB? Who knows? And the music app has no equalizer. The 3rd-party music apps with equalizers that are supposedly for the watch are apparently just extensions that allow one to control the app on their iPhone from their watch. Totally useless.I want the watch to be a replacement for my Fitbit and to play music so that I don't have to carry my iPhone with me at the gym. So far, no go.
  
"
5.0 out of 5 stars,"







  
  
    I had purchased the first Apple watch that came out back in 2017 (Series 3) and loved it. When I saw this one being released, I decided to upgrade.  My previous watch was stainless steel, it felt heavier on my wrist than my current Apple watch. I got the Series 5 space gray aluminum case, black sport band, 40mm GPS only. I love it. Beautiful watch, I felt kinda naked while waiting for it, since I've sold my previous watch LOL If you want to upgrade from Series 3 to something newer,  I just recommend upgrading to the Series 5! =)
  
"
5.0 out of 5 stars,"







  
  
    I moved up from a series 3, which I've enjoyed, to this one. I ordered it Thursday morning & it arrived on Saturday. The band from my old watch fit this one perfectly & the always on display is WONDERFUL! Apple could sell this thing for less if they were to scale back on the high-dollar packaging, but they would never doing anything like that.
  
"
5.0 out of 5 stars,"







  
  
    Upgraded from the Series 3 to the Series 5. Gotta say I was a little skeptical at first, but this watch exceeded my expectations. This watch feels much lighter than the 3 and the display on the 5 is far super to my former watch. Would recommend if you're an iOS user and you're upgrading from the series 3 or lower or don't have an Apple Watch yet.  My only complaint is that the battery life feels more or less the same. If it lasted at least 2-3 hours longer, it'd be perfect.
  
"
5.0 out of 5 stars,"







  
  
    I have been a Fitbit user for 5 years. After having multiple issues with them I decided to look into other tracker options. I went with the Apple Watch because it seemed to have most of what I was looking for and I also already owned other Apple products. There are some differences between the Fitbit and the Apple Watch. The battery life is definitely shorter than the Fitbit but it lasts longer than the day. I used to wear my Fitbit to track sleep but I don’t wear the Apple Watch to bed. I put it on early in the morning and it stays on the entire day. At the end of the day there is still plenty of battery life left so I could potentially wear it to sleep but then would have to charge in the morning. You can’t do group challenges on the Apple Watch like you can with the Fitbit but you can do one on one challenges with friends. Something that has taken getting used to is the Apple watches main goal is not step tracking. You can still easily view your step count but it’s not one of the goals you have to reach. It’s based of closing 3 rings. The exercise ring is a little hard at times to close. If you don’t swing your arms enough while walking it will not count exercise. It’s nice being able to take calls on it as well as receive and reply to texts. I think it is a little heavier than the Fitbit was (the last Fitbit I had was the Versa) but it’s not weighing my arm down or anything.All in all I am happy I made the switch and I enjoy the program, app and functionality of it.
  
"
